pair,score,n_mentions,n_contribs,member,party,state,chamber,is_current,first_contrib,last_contrib,first_mention,last_mention,sample_url,entity_id,bioguide
"MICRON TECHNOLOGY, INC. -> Kirsten E. Gillibrand",2500.0,2,1,Kirsten E. Gillibrand,Democrat,NY,sen,1,2024-10-17,2024-10-17,2024-07-15,2026-02-04,https://www.gillibrand.senate.gov/news/press/release/schumer-gillibrand-mannion-announce-850000-in-federal-funding-for-syracuse-international-airport-to-replace-baggage-claim-equipment/,1317,G000555
"MICRON TECHNOLOGY, INC. -> Tim Kaine",2500.0,2,1,Tim Kaine,Democrat,VA,sen,1,2024-10-17,2024-10-17,2024-12-10,2024-12-31,https://www.kaine.senate.gov/press-releases/video-kaine-celebrates-legislative-accomplishments-for-virginia-from-2024,1317,K000384
"MICROSOFT CORPORATION -> Donald S. Beyer, Jr.",2500.0,4,1,"Donald S. Beyer, Jr.",Democrat,VA,rep,1,2023-12-18,2023-12-18,2023-05-12,2024-01-10,https://beyer.house.gov/news/documentsingle.aspx?DocumentID=6066,1318,B001292
MORGAN STANLEY & CO. LLC -> Sean Casten,2500.0,4,1,Sean Casten,Democrat,IL,rep,1,2024-09-18,2024-09-18,2022-09-21,2025-05-15,https://casten.house.gov/media/press-releases/casten-statement-responses-wells-fargo-jpmorgan-regarding-sfof-sponsorship,1337,C001117
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> Steve Cohen,2500.0,2,1,Steve Cohen,Democrat,TN,rep,1,2025-05-14,2025-05-14,2025-03-04,2025-09-18,https://cohen.house.gov/media-center/press-releases/congressmen-cohen-and-carson-introduce-aviation-funding-stability-act,1362,C001068
NATIONAL FOOTBALL LEAGUE -> Emanuel Cleaver,2500.0,2,1,Emanuel Cleaver,Democrat,MO,rep,1,2024-03-11,2024-03-11,2023-02-16,2024-03-04,https://cleaver.house.gov/media-center/press-releases/reps-cleaver-graves-davids-alford-introduce-resolution-honoring-kansas,1408,C001061
NATIONAL FOOTBALL LEAGUE -> Sam Graves,2500.0,2,1,Sam Graves,Republican,MO,rep,1,2022-06-27,2022-06-27,2023-02-16,2024-03-05,https://graves.house.gov/media/press-releases/reps-graves-cleaver-davids-alford-introduce-resolution-honoring-kansas-city,1408,G000546
NATIONAL FOOTBALL LEAGUE -> Daniel S. Goldman,2500.0,3,1,Daniel S. Goldman,Democrat,NY,rep,1,2025-11-21,2025-11-21,2023-11-21,2025-08-21,https://goldman.house.gov/media/press-releases/reps-goldman-nadler-introduce-house-resolution-condemning-345-park-avenue-mass,1408,G000599
NATIONAL FOOTBALL LEAGUE -> Chrissy Houlahan,2500.0,2,1,Chrissy Houlahan,Democrat,PA,rep,1,2025-03-13,2025-03-13,2023-06-26,2023-06-26,https://houlahan.house.gov/news/documentsingle.aspx?DocumentID=3387,1408,H001085
NATIONAL MINING ASSOCIATION -> John Boozman,2500.0,3,4,John Boozman,Republican,AR,sen,1,2022-05-10,2022-08-31,2023-02-08,2025-02-11,https://www.boozman.senate.gov/public/index.cfm/press-releases?ID=AFA71732-4991-4553-975E-573DAF3B74C8,1416,B001236
NATIONAL MINING ASSOCIATION -> Jim Costa,2500.0,4,2,Jim Costa,Democrat,CA,rep,1,2022-07-15,2022-07-15,2022-06-23,2024-03-22,https://costa.house.gov/media/press-releases/costa-owens-reintroduce-bipartisan-mining-schools-act,1416,C001059
NATIONAL PORK PRODUCERS COUNCIL -> Deb Fischer,2500.0,3,1,Deb Fischer,Republican,NE,sen,1,2023-05-04,2023-05-04,2023-06-20,2025-05-20,https://www.fischer.senate.gov/public/index.cfm/news?ID=6E95E077-0EF0-4F1E-B165-F9919E046181,1418,F000463
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Rand Paul",2500.0,2,1,Rand Paul,Republican,KY,sen,1,2022-05-09,2022-05-09,2023-02-01,2023-11-21,https://www.paul.senate.gov/dr-rand-paul-joins-effort-to-demand-answers-over-biden-administrations-unprecedented-pause-of-firearms-export-licenses/,1426,P000603
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Tim Scott",2500.0,2,1,Tim Scott,Republican,SC,sen,1,2022-06-13,2022-06-13,2023-02-07,2025-08-08,https://www.scott.senate.gov/media-center/press-releases/senator-scott-applauds-president-trumps-executive-order-to-combat-debanking/,1426,S001184
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Todd Young",2500.0,4,1,Todd Young,Republican,IN,sen,1,2022-09-26,2022-09-26,2023-02-01,2025-01-14,https://www.young.senate.gov/newsroom/press-releases/young-colleagues-reintroduce-concealed-carry-reciprocity-bill/,1426,Y000064
NORFOLK SOUTHERN CORPORATION -> Eleanor Holmes Norton,2500.0,2,1,Eleanor Holmes Norton,Democrat,DC,rep,1,2022-11-03,2022-11-03,2024-02-05,2025-11-17,https://norton.house.gov/media/press-releases/norton-introduces-bill-establish-grant-program-mitigate-harmful-effects-train,1478,N000147
"NOVO NORDISK, INC. -> John W. Hickenlooper",2500.0,2,1,John W. Hickenlooper,Democrat,CO,sen,1,2025-06-03,2025-06-03,2025-12-15,2026-03-13,https://www.hickenlooper.senate.gov/press_releases/hickenlooper-democratic-colleagues-demand-answers-from-big-pharma-on-backroom-deals-with-trump-admin/,1493,H000273
"NUCLEAR ENERGY INSTITUTE, INC. -> Charles E. Schumer",2500.0,2,1,Charles E. Schumer,Democrat,NY,sen,1,2022-09-12,2022-09-12,2022-03-07,2023-01-18,https://www.schumer.senate.gov/newsroom/press-releases/schumer-reveals-indian-points-surrounding-communities-facing-millions-in-post-shutdown-economic-loss-yet-lifeline-federal-program-still-isnt-permanent-schumer-launches-effort-to-fully-authorize-the-nuclear-closure-communities-program-and-provide-a-new-infusion-of-funds-to-help-recover-from-the-closure-of-indian-point-,1498,S000148
"OPENAI OPCO, LLC -> Mark R. Warner",2500.0,7,1,Mark R. Warner,Democrat,VA,sen,1,2025-03-17,2025-03-17,2023-04-26,2026-03-25,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=D22487BB-AE27-4384-B1FE-8EA78901B0FD,1528,W000805
"PFIZER, INC. -> Richard Blumenthal",2500.0,2,1,Richard Blumenthal,Democrat,CT,sen,1,2022-09-20,2022-09-20,2025-06-26,2025-09-08,https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-slams-kennedy-for-reckless-cuts-to-lifesaving-vaccine-research,1596,B001277
"PRUDENTIAL FINANCIAL, INC. -> Jerry Moran",2500.0,2,2,Jerry Moran,Republican,KS,sen,1,2022-06-09,2022-06-09,2024-01-23,2025-06-13,https://www.moran.senate.gov/public/index.cfm/news-releases?ID=C7F7E32B-5835-432F-88D1-DD98A41249C7,1659,M000934
"RECORDING INDUSTRY ASSOCIATION OF AMERICA INC -> Henry C. ""Hank"" Johnson, Jr.",2500.0,2,3,"Henry C. ""Hank"" Johnson, Jr.",Democrat,GA,rep,1,2022-03-17,2024-09-23,2022-07-27,2025-07-24,https://hankjohnson.house.gov/media-center/press-releases/reps-hank-johnson-and-sydney-kamlager-dove-introduce-bill-protect,1698,J000288
"SANOFI US SERVICES INC (FORMERLY KNOWN AS GENZYME CORPORATION) -> Frank Pallone, Jr.",2500.0,2,2,"Frank Pallone, Jr.",Democrat,NJ,rep,1,2022-11-07,2025-09-25,2024-08-26,2024-09-16,https://pallone.house.gov/media/press-releases/pallone-highlights-medicare-drug-price-negotiations-highlights-legislation,1781,P000034
SPECIALTY EQUIPMENT MARKET ASSOCIATION -> Mike Crapo,2500.0,2,1,Mike Crapo,Republican,ID,sen,1,2024-06-06,2024-06-06,2023-10-19,2023-10-20,https://www.crapo.senate.gov/media/newsreleases/industry-support-for-legislation-to-rescind-biden-ev-mandate-grows,1899,C000880
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Mazie K. Hirono",2500.0,5,2,Mazie K. Hirono,Democrat,HI,sen,1,2024-03-22,2024-06-20,2024-03-12,2025-10-03,https://www.hirono.senate.gov/news/press-releases/photos-and-video-hirono-norcross-introduce-legislation-to-strengthen-rights-of-public-sector-workers-to-join-unions-bargain-collectively,2088,H001042
UNION PACIFIC CORPORATION -> Kevin Cramer,2500.0,25,1,Kevin Cramer,Republican,ND,sen,1,2024-09-18,2024-09-18,2023-06-16,2023-12-15,https://www.cramer.senate.gov/news/press-releases/12/15/2023/sen-cramer-rail-companies-issue-status-reports-on-grain-car-backlog,2136,C001096
BOEING COMPANY -> Margaret Wood Hassan,2250.0,2,3,Margaret Wood Hassan,Democrat,NH,sen,1,2022-02-16,2022-12-06,2024-04-17,2024-06-18,https://www.hassan.senate.gov/news/press-releases/senator-hassan-to-boeing-ceo-you-talk-about-safety-but-there-are-still-product-failures,406,H001076
"THE BUSINESS ROUNDTABLE, INC. -> Shelley Moore Capito",2250.0,4,5,Shelley Moore Capito,Republican,WV,sen,1,2022-09-28,2025-09-22,2023-11-13,2026-01-28,https://www.capito.senate.gov/news/press-releases/what-they-are-saying-support-grows-for-capito-sinema-bill-reversing-harmful-change-in-tax-code,2008,C001047
LEAGUE OF CONSERVATION VOTERS -> Tim Kaine,2068.5299999999997,2,4,Tim Kaine,Democrat,VA,sen,1,2023-03-01,2024-06-03,2025-02-19,2025-05-30,https://www.kaine.senate.gov/press-releases/photos/video-kaine-heinrich-and-environmental-leaders-hold-press-conference-on-trumps-war-on-affordable-american-made-energy,1195,K000384
"LEAGUE OF CONSERVATION VOTERS -> Donald S. Beyer, Jr.",2018.53,3,3,"Donald S. Beyer, Jr.",Democrat,VA,rep,1,2023-07-27,2025-12-17,2023-07-27,2026-02-26,https://beyer.house.gov/news/documentsingle.aspx?DocumentID=8993,1195,B001292
LEAGUE OF CONSERVATION VOTERS -> Veronica Escobar,2018.53,3,5,Veronica Escobar,Democrat,TX,rep,1,2022-02-10,2023-07-27,2022-04-07,2025-07-09,https://escobar.house.gov/news/documentsingle.aspx?DocumentID=880,1195,E000299
"ALASKA AIRLINES, INC. -> Norma J. Torres",2000.0,3,2,Norma J. Torres,Democrat,CA,rep,1,2024-03-20,2025-02-25,2024-01-06,2024-04-26,https://torres.house.gov/media-center/press-releases/southern-california-congresswoman-torres-presses-boeing-answers-safety,77,T000474
"AMAZON.COM SERVICES, INC. -> Susie Lee",2000.0,2,2,Susie Lee,Democrat,NV,rep,1,2025-02-18,2025-05-19,2024-02-26,2024-03-06,https://susielee.house.gov/media/press-releases/congresswoman-lee-small-business-owners-tour-amazons-enterprise-warehouse,125,L000590
"AMAZON.COM SERVICES, INC. -> Morgan Luttrell",2000.0,2,2,Morgan Luttrell,Republican,TX,rep,1,2023-10-24,2025-06-04,2024-07-15,2025-03-06,https://luttrell.house.gov/media/press-releases/luttrell-introduces-legislation-strengthening-military-base-security-after,125,L000603
AMERICAN EXPLORATION & PRODUCTION COUNCIL -> Dan Sullivan,2000.0,2,1,Dan Sullivan,Republican,AK,sen,1,2023-12-21,2023-12-21,2022-08-02,2025-10-30,https://www.sullivan.senate.gov/newsroom/press-releases/senate-rescinds-biden-era-lock-up-of-alaskas-national-petroleum-reserve,172,S001198
AMERICAN VETERINARY MEDICAL ASSOCIATION -> Claudia Tenney,2000.0,2,2,Claudia Tenney,Republican,NY,rep,1,2025-03-25,2025-09-18,2024-09-10,2025-03-20,https://tenney.house.gov/media/press-releases/congresswoman-tenney-reintroduces-paw-act,227,T000478
BOEING COMPANY -> Steve Daines,2000.0,3,1,Steve Daines,Republican,MT,sen,1,2025-06-17,2025-06-17,2025-03-17,2026-02-06,https://www.daines.senate.gov/2026/02/06/daines-on-fox-business-president-trump-leads-with-peace-through-strength/,406,D000618
BOEING COMPANY -> Norma J. Torres,2000.0,3,2,Norma J. Torres,Democrat,CA,rep,1,2023-06-27,2023-10-31,2024-01-06,2024-04-26,https://torres.house.gov/media-center/press-releases/southern-california-congresswoman-torres-presses-boeing-answers-safety,406,T000474
"CUMMINS, INC. -> Chuck Grassley",2000.0,2,2,Chuck Grassley,Republican,IA,sen,1,2022-03-03,2023-10-17,2025-01-03,2025-01-03,https://www.grassley.senate.gov/news/news-releases/qanda-looking-ahead-to-2025,665,G000386
ERICSSON INC. -> Roger F. Wicker,2000.0,2,2,Roger F. Wicker,Republican,MS,sen,1,2023-02-02,2024-07-10,2024-01-23,2024-07-12,https://www.wicker.senate.gov/2024/7/senator-wicker-hosted-top-pentagon-officials-in-vicksburg,807,W000437
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Judy Chu,2000.0,2,2,Judy Chu,Democrat,CA,rep,1,2022-11-02,2024-09-26,2023-07-21,2026-01-21,https://chu.house.gov/media-center/press-releases/six-months-tragedy-monterey-park-rep-chu-joins-sen-gillibrand-announce,814,C001080
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Jason Crow,2000.0,4,2,Jason Crow,Democrat,CO,rep,1,2022-10-28,2024-09-26,2022-05-18,2025-06-06,https://crow.house.gov/media/press-releases/reps-crow-schiff-evans-reintroduce-the-equal-access-to-justice-for-victims-of-gun-violence-act,814,C001121
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Veronica Escobar,2000.0,3,2,Veronica Escobar,Democrat,TX,rep,1,2022-10-26,2024-09-19,2022-01-19,2025-11-21,https://escobar.house.gov/news/documentsingle.aspx?DocumentID=839,814,E000299
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Maxwell Frost,2000.0,5,2,Maxwell Frost,Democrat,FL,rep,1,2022-11-01,2024-10-08,2023-06-16,2024-03-25,https://frost.house.gov/media/press-releases/in-fight-against-gun-violence-rep-maxwell-frost-introduces-the-destroy-zombie-guns-act,814,F000476
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Jahana Hayes,2000.0,3,2,Jahana Hayes,Democrat,CT,rep,1,2022-10-28,2024-10-11,2022-07-30,2024-08-02,https://hayes.house.gov/press-releases?ID=460ABEE0-AB56-44DB-AE87-438FDC473646,814,H001081
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Robin L. Kelly,2000.0,12,2,Robin L. Kelly,Democrat,IL,rep,1,2022-09-27,2024-10-03,2023-02-17,2026-02-11,https://robinkelly.house.gov/media-center/press-releases/reps-robin-kelly-rashida-tlaib-rosa-delauro-and-maxwell-frost-introduce,814,K000385
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Mike Levin,2000.0,2,2,Mike Levin,Democrat,CA,rep,1,2022-10-28,2024-08-29,2022-06-24,2024-06-28,https://levin.house.gov/media/press-releases/rep-mike-levin-honors-nikki-faddick-as-june-2024-constituent-of-the-month,814,L000593
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Bradley Scott Schneider,2000.0,5,2,Bradley Scott Schneider,Democrat,IL,rep,1,2022-09-27,2024-09-26,2022-05-27,2023-02-02,https://schneider.house.gov/media/press-releases/schneider-torres-re-introduce-multiple-firearm-sales-reporting-modernization,814,S001190
EXELON BUSINESS SERVICES LLC (FORMERLY KNOWN AS CONSTELLATION ENERGY GROUP) -> Chris Van Hollen,2000.0,2,2,Chris Van Hollen,Democrat,MD,sen,1,2025-03-03,2025-09-24,2025-04-01,2025-10-08,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-colleagues-urge-major-utility-companies-against-imposing-penalties-service-shutoffs-on-federal-workers-amid-shutdown,819,V000128
JETBLUE AIRWAYS CORPORATION -> Adriano Espaillat,2000.0,2,2,Adriano Espaillat,Democrat,NY,rep,1,2022-03-31,2025-05-13,2022-08-03,2023-12-08,https://espaillat.house.gov/media/press-releases/representatives-espaillat-maloney-lead-congressional-effort-protect-aviation,1124,E000297
"JOHNSON & JOHNSON SERVICES, INC. -> Doris O. Matsui",2000.0,4,2,Doris O. Matsui,Democrat,CA,rep,1,2022-01-21,2023-06-14,2024-09-11,2025-09-09,https://matsui.house.gov/media/press-releases/matsui-spanberger-and-colleagues-lead-successful-bipartisan-effort-prevent,1134,M001163
LOCKHEED MARTIN CORPORATION -> Marc A. Veasey,2000.0,3,2,Marc A. Veasey,Democrat,TX,rep,1,2022-03-16,2024-04-25,2022-07-14,2025-03-29,https://veasey.house.gov/media-center/press-releases/rep-veasey-votes-to-honor-texas-servicemembers-strengthen-national,1227,V000131
MICROSOFT CORPORATION -> Elise M. Stefanik,2000.0,2,2,Elise M. Stefanik,Republican,NY,rep,1,2023-09-28,2024-09-25,2025-07-31,2025-12-10,https://stefanik.house.gov/2025/7/stefanik-moolenaar-demand-harvard-s-full-disclosure-of-financial-institutional-ties-to-chinese-communist-party,1318,S001196
"NASDAQ, INC. -> Sean Casten",2000.0,2,2,Sean Casten,Democrat,IL,rep,1,2025-02-21,2025-11-25,2025-04-30,2025-09-17,https://casten.house.gov/media/press-releases/casten-merkley-demand-sec-oversight-of-ccp-linked-billionaire-who-invested-75m-into-trumps-wlf,1358,C001117
NATIONAL BUSINESS AVIATION ASSOCIATION INC -> Sean Casten,2000.0,6,2,Sean Casten,Democrat,IL,rep,1,2025-07-16,2025-09-16,2024-05-07,2025-09-08,https://casten.house.gov/media/press-releases/castens-bipartisan-pilot-mental-health-bill-passes-house,1390,C001117
NATIONAL FOOTBALL LEAGUE -> Judy Chu,2000.0,2,1,Judy Chu,Democrat,CA,rep,1,2025-12-30,2025-12-30,2024-05-08,2025-03-25,https://chu.house.gov/media-center/press-releases/reps-chu-davis-colleagues-champion-bill-prevent-intentional-misuse-cash,1408,C001080
NATIONAL FOOTBALL LEAGUE -> Doris O. Matsui,2000.0,3,1,Doris O. Matsui,Democrat,CA,rep,1,2025-12-30,2025-12-30,2023-09-14,2024-02-08,https://matsui.house.gov/media/in-the-news/communications-daily-sports-inexorable-move-streaming-seen-leaving-mvpds-lurch,1408,M001163
NATIONAL FOOTBALL LEAGUE -> Paul Tonko,2000.0,2,1,Paul Tonko,Democrat,NY,rep,1,2025-12-30,2025-12-30,2024-09-13,2025-10-30,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4478,1408,T000469
NATIONAL MINING ASSOCIATION -> Shelley Moore Capito,2000.0,2,2,Shelley Moore Capito,Republican,WV,sen,1,2023-02-14,2023-05-22,2023-10-02,2024-06-05,https://www.capito.senate.gov/news/press-releases/capito-introduces-resolution-to-block-bidens-plan-to-shutter-american-power-plants,1416,C001047
NATIONAL MINING ASSOCIATION -> Susie Lee,2000.0,4,1,Susie Lee,Democrat,NV,rep,1,2022-06-03,2022-06-03,2024-12-10,2026-03-03,https://susielee.house.gov/media/press-releases/signed-law-congresswoman-lees-bipartisan-bill-clean-toxic-abandoned-hardrock,1416,L000590
NORFOLK SOUTHERN CORPORATION -> John Garamendi,2000.0,3,1,John Garamendi,Democrat,CA,rep,1,2023-11-09,2023-11-09,2025-02-03,2026-02-04,https://garamendi.house.gov/media/press-releases/garamendi-deluzio-and-rulli-introduce-bipartisan-railway-safety-bill-second,1478,G000559
RECORDING INDUSTRY ASSOCIATION OF AMERICA INC -> Madeleine Dean,2000.0,2,1,Madeleine Dean,Democrat,PA,rep,1,2024-09-23,2024-09-23,2024-09-12,2026-01-22,https://dean.house.gov/2026/1/ean-moran-introduce-bipartisan-bill-to-protect-creators-from-unauthorized-ai-training,1698,D000631
"TELADOC HEALTH, INC. -> Doris O. Matsui",2000.0,2,2,Doris O. Matsui,Democrat,CA,rep,1,2022-01-14,2024-10-14,2023-05-16,2025-06-10,https://matsui.house.gov/media/press-releases/matsui-johnson-reintroduce-bill-eliminate-barrier-telemental-health-services,1975,M001163
XCEL ENERGY INC -> Scott H. Peters,2000.0,2,2,Scott H. Peters,Democrat,CA,rep,1,2024-09-06,2025-06-09,2025-01-16,2025-01-23,https://scottpeters.house.gov/press-releases/reps-peters-and-westerman-reintroduce-landmark-fire-prevention-and-protection-bill-the-fix-our-forests-act,2273,P000608
LEAGUE OF CONSERVATION VOTERS -> Jamie Raskin,1675.0,3,5,Jamie Raskin,Democrat,MD,rep,1,2022-03-03,2025-06-25,2023-12-08,2024-09-12,https://raskin.house.gov/2024/9/whitehouse-merkley-raskin-beyer-62-lawmakers-urge-biden-administration-to-finalize-strict-clean-hydrogen-tax-credit-rules,1195,R000606
"LEAGUE OF CONSERVATION VOTERS -> Frank Pallone, Jr.",1575.0,6,2,"Frank Pallone, Jr.",Democrat,NJ,rep,1,2022-03-03,2025-06-27,2022-08-30,2025-04-22,https://pallone.house.gov/media/press-releases/pallone-trump-republicans-want-completely-eliminate-womens-access-health-care,1195,P000034
AMERICAN EXPRESS COMPANY -> Richard Blumenthal,1500.0,4,1,Richard Blumenthal,Democrat,CT,sen,1,2023-09-18,2023-09-18,2023-05-12,2025-10-07,https://www.blumenthal.senate.gov/newsroom/press/release/video-bondi-hides-from-blumenthal-questions-about-doj-coddling-of-corporate-interests,173,B001277
"ARDELYX, INC. -> Suzan K. DelBene",1500.0,2,2,Suzan K. DelBene,Democrat,WA,rep,1,2024-05-01,2025-03-06,2024-12-04,2026-03-17,https://delbene.house.gov/news/documentsingle.aspx?DocumentID=4282,266,D000617
CAREFIRST BLUECROSS BLUESHIELD (FORMERLY KNOWN AS CAREFIRST BLUECROSS MAN CO LLC -> Kweisi Mfume,1500.0,2,1,Kweisi Mfume,Democrat,MD,rep,1,2024-03-20,2024-03-20,2022-10-20,2022-10-26,https://mfume.house.gov/media/press-releases/congressman-mfume-maryland-congressional-delegation-members-welcome-johns-hopkins-carefirst-contract-resolution,463,M000687
"SALTCHUK RESOURCES, INC. -> Todd Young",1500.0,2,1,Todd Young,Republican,IN,sen,1,2025-09-25,2025-09-25,2024-12-19,2025-04-30,https://www.young.senate.gov/newsroom/press-releases/young-kelly-introduce-ships-for-america-act-to-revitalize-u-s-shipbuilding-and-commercial-maritime-industries/,1769,Y000064
"T-MOBILE USA, INC. -> Chuck Grassley",1500.0,2,1,Chuck Grassley,Republican,IA,sen,1,2022-02-24,2022-02-24,2025-10-14,2026-02-10,https://www.grassley.senate.gov/news/news-releases/grassley-demands-telecommunications-companies-federal-entities-turn-over-all-records-provided-to-jack-smith,1951,G000386
THE KROGER CO. -> Dan Sullivan,1500.0,3,1,Dan Sullivan,Republican,AK,sen,1,2025-12-19,2025-12-19,2023-09-25,2024-12-11,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-applauds-ftc-move-to-block-albertsons-kroger-merger,2034,S001198
LEAGUE OF CONSERVATION VOTERS -> Cory A. Booker,1100.0,6,3,Cory A. Booker,Democrat,NJ,sen,1,2022-10-04,2025-10-03,2023-04-24,2025-09-29,https://www.booker.senate.gov/news/press/booker-pallone-host-roundtable-to-discuss-legislation-to-permanently-ban-offshore-drilling-need-to-protect-marine-mammals,1195,B001288
LEAGUE OF CONSERVATION VOTERS -> Suzanne Bonamici,1098.56,3,4,Suzanne Bonamici,Democrat,OR,rep,1,2022-02-10,2024-05-22,2022-03-01,2023-11-01,https://bonamici.house.gov/media/press-releases/bonamici-torres-introduce-legislation-keep-pedestrians-vulnerable-road-users,1195,B001278
LEAGUE OF CONSERVATION VOTERS -> Yvette D. Clarke,1068.53,2,3,Yvette D. Clarke,Democrat,NY,rep,1,2023-07-27,2025-04-25,2023-03-01,2025-12-19,https://clarke.house.gov/reps-clarke-matsui-and-senators-markey-padilla-lead-letter-urging-strong-emissions-standards/,1195,C001067
LEAGUE OF CONSERVATION VOTERS -> Sydney Kamlager-Dove,1050.0,3,2,Sydney Kamlager-Dove,Democrat,CA,rep,1,2025-04-25,2025-07-09,2023-07-27,2024-10-17,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-ocasio-cortez-ross-introduce-clean-energy-now-acts,1195,K000400
LEAGUE OF CONSERVATION VOTERS -> Jack Reed,1050.0,2,2,Jack Reed,Democrat,RI,sen,1,2025-06-25,2025-10-03,2024-03-12,2025-08-08,https://www.reed.senate.gov/news/releases/reed-whitehouse-join-hirono-in-introducing-the-time-off-to-vote-act,1195,R000122
LEAGUE OF CONSERVATION VOTERS -> Chris Van Hollen,1037.5,7,2,Chris Van Hollen,Democrat,MD,sen,1,2022-03-21,2022-07-27,2023-07-27,2025-04-10,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-sarbanes-colleagues-introduce-bipartisan-legislation-to-establish-chesapeake-national-recreation-area,1195,V000128
LEAGUE OF CONSERVATION VOTERS -> Bonnie Watson Coleman,1018.53,3,2,Bonnie Watson Coleman,Democrat,NJ,rep,1,2023-07-27,2024-05-16,2022-06-06,2024-02-23,https://watsoncoleman.house.gov/newsroom/press-releases/reps-watson-coleman-gallego-introduce-the-shade-act-to-combat-rising-temperatures-in-cities,1195,W000822
"ALBERTSONS COMPANIES, INC. -> Bill Cassidy",1000.0,3,1,Bill Cassidy,Republican,LA,sen,1,2024-03-01,2024-03-01,2024-10-24,2025-11-07,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-kennedy-raise-concerns-on-foreign-imported-radioactive-shrimp-advocate-for-gulf-shrimp/,79,C001075
ALZHEIMER'S ASSOCIATION -> Mike Carey,1000.0,2,1,Mike Carey,Republican,OH,rep,1,2025-01-23,2025-01-23,2025-03-11,2025-08-18,https://carey.house.gov/2025/08/18/photos-carey-makes-stops-across-central-ohio/,119,C001126
"AMAZON.COM SERVICES, INC. -> Jared Huffman",1000.0,2,1,Jared Huffman,Democrat,CA,rep,1,2023-07-14,2023-07-14,2023-11-16,2026-02-11,https://huffman.house.gov/media-center/press-releases/ranking-member-huffman-blasts-gops-big-tech-handout,125,H001068
"AMAZON.COM SERVICES, INC. -> Donald Norcross",1000.0,11,1,Donald Norcross,Democrat,NJ,rep,1,2022-04-15,2022-04-15,2022-04-29,2025-07-31,https://norcross.house.gov/press-releases?ID=F21B3BE1-82BD-4756-ADE0-889298BE6FB1,125,N000188
"AMAZON.COM SERVICES, INC. -> Melanie A. Stansbury",1000.0,2,1,Melanie A. Stansbury,Democrat,NM,rep,1,2025-09-09,2025-09-09,2023-04-21,2024-10-24,https://stansbury.house.gov/media/press-releases/rep-stansbury-labor-caucus-urges-amazon-respect-its-employees-rights-and,125,S001218
AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES -> Tracey Mann,1000.0,2,1,Tracey Mann,Republican,KS,rep,1,2025-11-18,2025-11-18,2025-03-28,2025-09-09,https://mann.house.gov/media/press-releases/reps-mann-tokuda-lead-bipartisan-coalition-members-strengthening-rural-health,140,M000871
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> André Carson",1000.0,3,1,André Carson,Democrat,IN,rep,1,2025-07-14,2025-07-14,2025-09-18,2026-01-29,https://carson.house.gov/media/press-releases/statement-ti-leaders-and-kansas-members-anniversary-dca-midair-collision,141,C001072
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Tammy Duckworth",1000.0,12,1,Tammy Duckworth,Democrat,IL,sen,1,2025-10-30,2025-10-30,2023-12-15,2025-12-10,https://www.duckworth.senate.gov/news/press-releases/senates-faa-reauthorization-bill-includes-duckworth-baldwin-provision-to-help-improve-aircraft-evacuation-standards,141,D000622
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Sydney Kamlager-Dove",1000.0,2,1,Sydney Kamlager-Dove,Democrat,CA,rep,1,2024-01-03,2024-01-03,2024-02-06,2024-05-13,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-touts-new-training-program-partnership-between-american-airlines,141,K000400
AMERICAN GAMING ASSOCIATION -> Richard Blumenthal,1000.0,3,1,Richard Blumenthal,Democrat,CT,sen,1,2022-09-13,2022-09-13,2024-03-19,2025-10-23,https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-highlights-safe-bet-act-in-the-wake-of-latest-sports-betting-scandal,183,B001277
