pair,score,n_mentions,n_contribs,member,party,state,chamber,is_current,first_contrib,last_contrib,first_mention,last_mention,sample_url,entity_id,bioguide
"VISA, INC. -> Claudia Tenney",2500.0,4,2,Claudia Tenney,Republican,NY,rep,1,2023-10-24,2024-02-20,2023-06-09,2025-09-19,https://tenney.house.gov/media/press-releases/reps-tenney-gottheimer-lead-letter-urging-european-allies-initiate-snapback,2204,T000478
BOEING COMPANY -> Margaret Wood Hassan,2250.0,2,3,Margaret Wood Hassan,Democrat,NH,sen,1,2022-02-16,2022-12-06,2024-04-17,2024-06-18,https://www.hassan.senate.gov/news/press-releases/senator-hassan-to-boeing-ceo-you-talk-about-safety-but-there-are-still-product-failures,406,H001076
"THE BUSINESS ROUNDTABLE, INC. -> Shelley Moore Capito",2250.0,4,5,Shelley Moore Capito,Republican,WV,sen,1,2022-09-28,2025-09-22,2023-11-13,2026-01-28,https://www.capito.senate.gov/news/press-releases/what-they-are-saying-support-grows-for-capito-sinema-bill-reversing-harmful-change-in-tax-code,2008,C001047
LEAGUE OF CONSERVATION VOTERS -> Tim Kaine,2068.5299999999997,2,4,Tim Kaine,Democrat,VA,sen,1,2023-03-01,2024-06-03,2025-02-19,2025-05-30,https://www.kaine.senate.gov/press-releases/photos/video-kaine-heinrich-and-environmental-leaders-hold-press-conference-on-trumps-war-on-affordable-american-made-energy,1195,K000384
"LEAGUE OF CONSERVATION VOTERS -> Donald S. Beyer, Jr.",2018.53,3,3,"Donald S. Beyer, Jr.",Democrat,VA,rep,1,2023-07-27,2025-12-17,2023-07-27,2026-02-26,https://beyer.house.gov/news/documentsingle.aspx?DocumentID=8993,1195,B001292
LEAGUE OF CONSERVATION VOTERS -> Veronica Escobar,2018.53,3,5,Veronica Escobar,Democrat,TX,rep,1,2022-02-10,2023-07-27,2022-04-07,2025-07-09,https://escobar.house.gov/news/documentsingle.aspx?DocumentID=880,1195,E000299
"ALASKA AIRLINES, INC. -> Norma J. Torres",2000.0,3,2,Norma J. Torres,Democrat,CA,rep,1,2024-03-20,2025-02-25,2024-01-06,2024-04-26,https://torres.house.gov/media-center/press-releases/southern-california-congresswoman-torres-presses-boeing-answers-safety,77,T000474
"ALBERTSONS COMPANIES, INC. -> Bill Cassidy",2000.0,3,2,Bill Cassidy,Republican,LA,sen,1,2024-03-01,2024-03-01,2024-10-24,2025-11-07,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-kennedy-raise-concerns-on-foreign-imported-radioactive-shrimp-advocate-for-gulf-shrimp/,79,C001075
"AMAZON.COM SERVICES, INC. -> Susie Lee",2000.0,2,2,Susie Lee,Democrat,NV,rep,1,2025-02-18,2025-05-19,2024-02-26,2024-03-06,https://susielee.house.gov/media/press-releases/congresswoman-lee-small-business-owners-tour-amazons-enterprise-warehouse,125,L000590
"AMAZON.COM SERVICES, INC. -> Morgan Luttrell",2000.0,2,2,Morgan Luttrell,Republican,TX,rep,1,2023-10-24,2025-06-04,2024-07-15,2025-03-06,https://luttrell.house.gov/media/press-releases/luttrell-introduces-legislation-strengthening-military-base-security-after,125,L000603
AMERICAN EXPLORATION & PRODUCTION COUNCIL -> Dan Sullivan,2000.0,2,1,Dan Sullivan,Republican,AK,sen,1,2023-12-21,2023-12-21,2022-08-02,2025-10-30,https://www.sullivan.senate.gov/newsroom/press-releases/senate-rescinds-biden-era-lock-up-of-alaskas-national-petroleum-reserve,172,S001198
AMERICAN VETERINARY MEDICAL ASSOCIATION -> Claudia Tenney,2000.0,2,2,Claudia Tenney,Republican,NY,rep,1,2025-03-25,2025-09-18,2024-09-10,2025-03-20,https://tenney.house.gov/media/press-releases/congresswoman-tenney-reintroduces-paw-act,227,T000478
BOEING COMPANY -> Steve Daines,2000.0,3,1,Steve Daines,Republican,MT,sen,1,2025-06-17,2025-06-17,2025-03-17,2026-02-06,https://www.daines.senate.gov/2026/02/06/daines-on-fox-business-president-trump-leads-with-peace-through-strength/,406,D000618
BOEING COMPANY -> Norma J. Torres,2000.0,3,2,Norma J. Torres,Democrat,CA,rep,1,2023-06-27,2023-10-31,2024-01-06,2024-04-26,https://torres.house.gov/media-center/press-releases/southern-california-congresswoman-torres-presses-boeing-answers-safety,406,T000474
"CHEVRON U.S.A., INC. -> Kat Cammack",2000.0,2,2,Kat Cammack,Republican,FL,rep,1,2023-05-30,2024-10-28,2024-06-28,2024-09-18,https://cammack.house.gov/media/press-releases/rep-kat-cammack-sen-rand-paul-introduce-regulations-executive-need-scrutiny,503,C001039
CORN REFINERS ASSOCIATION -> Dusty Johnson,2000.0,2,2,Dusty Johnson,Republican,SD,rep,1,2024-03-06,2024-03-06,2022-03-30,2025-03-19,https://dustyjohnson.house.gov/media/press-releases/johnson-panetta-lead-bipartisan-group-urging-biden-admin-prioritize,627,J000301
"CUMMINS, INC. -> Chuck Grassley",2000.0,2,2,Chuck Grassley,Republican,IA,sen,1,2022-03-03,2023-10-17,2025-01-03,2025-01-03,https://www.grassley.senate.gov/news/news-releases/qanda-looking-ahead-to-2025,665,G000386
ERICSSON INC. -> Roger F. Wicker,2000.0,2,2,Roger F. Wicker,Republican,MS,sen,1,2023-02-02,2024-07-10,2024-01-23,2024-07-12,https://www.wicker.senate.gov/2024/7/senator-wicker-hosted-top-pentagon-officials-in-vicksburg,807,W000437
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Judy Chu,2000.0,2,2,Judy Chu,Democrat,CA,rep,1,2022-11-02,2024-09-26,2023-07-21,2026-01-21,https://chu.house.gov/media-center/press-releases/six-months-tragedy-monterey-park-rep-chu-joins-sen-gillibrand-announce,814,C001080
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Jason Crow,2000.0,4,2,Jason Crow,Democrat,CO,rep,1,2022-10-28,2024-09-26,2022-05-18,2025-06-06,https://crow.house.gov/media/press-releases/reps-crow-schiff-evans-reintroduce-the-equal-access-to-justice-for-victims-of-gun-violence-act,814,C001121
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Veronica Escobar,2000.0,3,2,Veronica Escobar,Democrat,TX,rep,1,2022-10-26,2024-09-19,2022-01-19,2025-11-21,https://escobar.house.gov/news/documentsingle.aspx?DocumentID=839,814,E000299
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Maxwell Frost,2000.0,5,2,Maxwell Frost,Democrat,FL,rep,1,2022-11-01,2024-10-08,2023-06-16,2024-03-25,https://frost.house.gov/media/press-releases/in-fight-against-gun-violence-rep-maxwell-frost-introduces-the-destroy-zombie-guns-act,814,F000476
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Jahana Hayes,2000.0,3,2,Jahana Hayes,Democrat,CT,rep,1,2022-10-28,2024-10-11,2022-07-30,2024-08-02,https://hayes.house.gov/press-releases?ID=460ABEE0-AB56-44DB-AE87-438FDC473646,814,H001081
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Robin L. Kelly,2000.0,12,2,Robin L. Kelly,Democrat,IL,rep,1,2022-09-27,2024-10-03,2023-02-17,2026-02-11,https://robinkelly.house.gov/media-center/press-releases/reps-robin-kelly-rashida-tlaib-rosa-delauro-and-maxwell-frost-introduce,814,K000385
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Mike Levin,2000.0,2,2,Mike Levin,Democrat,CA,rep,1,2022-10-28,2024-08-29,2022-06-24,2024-06-28,https://levin.house.gov/media/press-releases/rep-mike-levin-honors-nikki-faddick-as-june-2024-constituent-of-the-month,814,L000593
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Bradley Scott Schneider,2000.0,5,2,Bradley Scott Schneider,Democrat,IL,rep,1,2022-09-27,2024-09-26,2022-05-27,2023-02-02,https://schneider.house.gov/media/press-releases/schneider-torres-re-introduce-multiple-firearm-sales-reporting-modernization,814,S001190
EXELON BUSINESS SERVICES LLC (FORMERLY KNOWN AS CONSTELLATION ENERGY GROUP) -> Chris Van Hollen,2000.0,2,2,Chris Van Hollen,Democrat,MD,sen,1,2025-03-03,2025-09-24,2025-04-01,2025-10-08,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-colleagues-urge-major-utility-companies-against-imposing-penalties-service-shutoffs-on-federal-workers-amid-shutdown,819,V000128
INTEL CORPORATION -> Mark Kelly,2000.0,2,2,Mark Kelly,Democrat,AZ,sen,1,2022-10-10,2023-09-25,2025-06-21,2025-06-27,https://www.kelly.senate.gov/newsroom/press-releases/kelly-statement-on-us-strikes-on-iranian-nuclear-sites/,1081,K000377
JETBLUE AIRWAYS CORPORATION -> Adriano Espaillat,2000.0,2,2,Adriano Espaillat,Democrat,NY,rep,1,2022-03-31,2025-05-13,2022-08-03,2023-12-08,https://espaillat.house.gov/media/press-releases/representatives-espaillat-maloney-lead-congressional-effort-protect-aviation,1124,E000297
"JOHNSON & JOHNSON SERVICES, INC. -> Doris O. Matsui",2000.0,4,2,Doris O. Matsui,Democrat,CA,rep,1,2022-01-21,2023-06-14,2024-09-11,2025-09-09,https://matsui.house.gov/media/press-releases/matsui-spanberger-and-colleagues-lead-successful-bipartisan-effort-prevent,1134,M001163
LOCKHEED MARTIN CORPORATION -> Marc A. Veasey,2000.0,3,2,Marc A. Veasey,Democrat,TX,rep,1,2022-03-16,2024-04-25,2022-07-14,2025-03-29,https://veasey.house.gov/media-center/press-releases/rep-veasey-votes-to-honor-texas-servicemembers-strengthen-national,1227,V000131
MICROSOFT CORPORATION -> Elise M. Stefanik,2000.0,2,2,Elise M. Stefanik,Republican,NY,rep,1,2023-09-28,2024-09-25,2025-07-31,2025-12-10,https://stefanik.house.gov/2025/7/stefanik-moolenaar-demand-harvard-s-full-disclosure-of-financial-institutional-ties-to-chinese-communist-party,1318,S001196
"MOLSON COORS BEVERAGE COMPANY USA LLC (FORMERLY KNOWN AS MILLERCOORS LLC) -> Sanford D. Bishop, Jr.",2000.0,18,2,"Sanford D. Bishop, Jr.",Democrat,GA,rep,1,2022-10-11,2024-09-17,2022-01-14,2024-09-10,https://bishop.house.gov/media-center/press-releases/representatives-bishop-scott-and-senators-ossoff-warnock-introduce-bipartisan-bicameral-bill-to-establish-ocmulgee-mounds-as-georgia-s-first-national-park-preserve,1330,B000490
MOLSON COORS BEVERAGE COMPANY USA LLC (FORMERLY KNOWN AS MILLERCOORS LLC) -> John Barrasso,2000.0,3,1,John Barrasso,Republican,WY,sen,1,2025-12-23,2025-12-23,2023-02-28,2025-07-25,https://www.barrasso.senate.gov/newsroom-news-releases-wyoming-delegation-joins-colleagues-demanding-answers-from-doj-on-illegal-aliens-registering-to-vote/,1330,B001261
MOLSON COORS BEVERAGE COMPANY USA LLC (FORMERLY KNOWN AS MILLERCOORS LLC) -> John Cornyn,2000.0,3,1,John Cornyn,Republican,TX,sen,1,2025-12-23,2025-12-23,2024-04-22,2024-10-02,https://www.cornyn.senate.gov/news/cornyn-introduces-bill-to-hold-biden-admin-accountable-for-taxpayer-funded-abortions-at-the-va/,1330,C001056
MOLSON COORS BEVERAGE COMPANY USA LLC (FORMERLY KNOWN AS MILLERCOORS LLC) -> Joe Neguse,2000.0,3,2,Joe Neguse,Democrat,CO,rep,1,2023-06-14,2025-06-18,2022-07-12,2024-07-18,https://neguse.house.gov/media/press-releases/rep-neguse-introduces-bipartisan-orbits-act-bill-clear-space-junk-protect,1330,N000191
"NASDAQ, INC. -> Sean Casten",2000.0,2,2,Sean Casten,Democrat,IL,rep,1,2025-02-21,2025-11-25,2025-04-30,2025-09-17,https://casten.house.gov/media/press-releases/casten-merkley-demand-sec-oversight-of-ccp-linked-billionaire-who-invested-75m-into-trumps-wlf,1358,C001117
NATIONAL BUSINESS AVIATION ASSOCIATION INC -> Sean Casten,2000.0,6,2,Sean Casten,Democrat,IL,rep,1,2025-07-16,2025-09-16,2024-05-07,2025-09-08,https://casten.house.gov/media/press-releases/castens-bipartisan-pilot-mental-health-bill-passes-house,1390,C001117
NATIONAL FOOTBALL LEAGUE -> Judy Chu,2000.0,2,1,Judy Chu,Democrat,CA,rep,1,2025-12-30,2025-12-30,2024-05-08,2025-03-25,https://chu.house.gov/media-center/press-releases/reps-chu-davis-colleagues-champion-bill-prevent-intentional-misuse-cash,1408,C001080
NATIONAL FOOTBALL LEAGUE -> Doris O. Matsui,2000.0,3,1,Doris O. Matsui,Democrat,CA,rep,1,2025-12-30,2025-12-30,2023-09-14,2024-02-08,https://matsui.house.gov/media/in-the-news/communications-daily-sports-inexorable-move-streaming-seen-leaving-mvpds-lurch,1408,M001163
NATIONAL FOOTBALL LEAGUE -> Paul Tonko,2000.0,2,1,Paul Tonko,Democrat,NY,rep,1,2025-12-30,2025-12-30,2024-09-13,2025-10-30,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4478,1408,T000469
NATIONAL MINING ASSOCIATION -> Shelley Moore Capito,2000.0,2,2,Shelley Moore Capito,Republican,WV,sen,1,2023-02-14,2023-05-22,2023-10-02,2024-06-05,https://www.capito.senate.gov/news/press-releases/capito-introduces-resolution-to-block-bidens-plan-to-shutter-american-power-plants,1416,C001047
NATIONAL MINING ASSOCIATION -> Susie Lee,2000.0,4,1,Susie Lee,Democrat,NV,rep,1,2022-06-03,2022-06-03,2024-12-10,2026-03-03,https://susielee.house.gov/media/press-releases/signed-law-congresswoman-lees-bipartisan-bill-clean-toxic-abandoned-hardrock,1416,L000590
NORFOLK SOUTHERN CORPORATION -> John Garamendi,2000.0,3,1,John Garamendi,Democrat,CA,rep,1,2023-11-09,2023-11-09,2025-02-03,2026-02-04,https://garamendi.house.gov/media/press-releases/garamendi-deluzio-and-rulli-introduce-bipartisan-railway-safety-bill-second,1478,G000559
RECORDING INDUSTRY ASSOCIATION OF AMERICA INC -> Madeleine Dean,2000.0,2,1,Madeleine Dean,Democrat,PA,rep,1,2024-09-23,2024-09-23,2024-09-12,2026-01-22,https://dean.house.gov/2026/1/ean-moran-introduce-bipartisan-bill-to-protect-creators-from-unauthorized-ai-training,1698,D000631
"TELADOC HEALTH, INC. -> Doris O. Matsui",2000.0,2,2,Doris O. Matsui,Democrat,CA,rep,1,2022-01-14,2024-10-14,2023-05-16,2025-06-10,https://matsui.house.gov/media/press-releases/matsui-johnson-reintroduce-bill-eliminate-barrier-telemental-health-services,1975,M001163
"THE GOLDMAN SACHS GROUP, INC. -> Shontel M. Brown",2000.0,9,2,Shontel M. Brown,Democrat,OH,rep,1,2022-09-28,2023-12-13,2024-03-13,2025-12-04,https://shontelbrown.house.gov/media/press-releases/over-500-attend-congresswoman-browns-small-business-expo-warrensville-heights,2023,B001313
"THE GOLDMAN SACHS GROUP, INC. -> Jasmine Crockett",2000.0,2,2,Jasmine Crockett,Democrat,TX,rep,1,2023-06-20,2023-09-25,2023-06-14,2024-03-26,https://crockett.house.gov/media/press-releases/league-her-own-congresswoman-jasmine-crockett-will-be-first-black-female,2023,C001130
"THE GOLDMAN SACHS GROUP, INC. -> Adriano Espaillat",2000.0,14,2,Adriano Espaillat,Democrat,NY,rep,1,2022-08-22,2022-10-26,2023-04-17,2025-08-06,https://espaillat.house.gov/media/press-releases/statement-congressman-adriano-espaillat-and-congressman-dan-goldman-judiciary,2023,E000297
"THE GOLDMAN SACHS GROUP, INC. -> Jahana Hayes",2000.0,8,2,Jahana Hayes,Democrat,CT,rep,1,2022-10-26,2023-09-25,2023-09-27,2025-11-20,https://hayes.house.gov/press-releases?ID=CA9BE053-A1D1-4C70-83C1-820D5F7A2C7A,2023,H001081
"THE GOLDMAN SACHS GROUP, INC. -> Brittany Pettersen",2000.0,2,1,Brittany Pettersen,Democrat,CO,rep,1,2023-12-13,2023-12-13,2023-05-25,2025-06-23,https://pettersen.house.gov/news/documentsingle.aspx?DocumentID=193,2023,P000620
"THE GOLDMAN SACHS GROUP, INC. -> Mike Quigley",2000.0,2,2,Mike Quigley,Democrat,IL,rep,1,2022-06-29,2022-10-26,2024-02-23,2024-09-11,https://quigley.house.gov/media-center/press-releases/ukraine-caucus-co-chairs-introduce-resolution-commemorating-two-years,2023,Q000023
"THE GOLDMAN SACHS GROUP, INC. -> Steve Scalise",2000.0,3,2,Steve Scalise,Republican,LA,rep,1,2022-09-26,2022-09-26,2025-04-29,2025-12-23,https://scalise.house.gov/press-releases/Scalises-End-of-Year-Recap-One-Year-of-Republicans-Delivering-on-our-Promises,2023,S001176
"THE GOLDMAN SACHS GROUP, INC. -> Juan Vargas",2000.0,4,2,Juan Vargas,Democrat,CA,rep,1,2022-09-28,2023-09-25,2024-02-01,2025-12-10,https://vargas.house.gov/media/press-releases/vargas-casten-and-whitehouse-lead-65-colleagues-in-letter-to-appropriations-leadership-opposing-anti-sustainable-investing-riders,2023,V000130
"THE GOLDMAN SACHS GROUP, INC. -> Marc A. Veasey",2000.0,2,1,Marc A. Veasey,Democrat,TX,rep,1,2022-09-28,2022-09-28,2023-07-21,2025-09-18,https://veasey.house.gov/media-center/press-releases/congressmembers-veasey-pettersen-introduce-resolution-condemning,2023,V000131
"THE GOLDMAN SACHS GROUP, INC. -> Debbie Wasserman Schultz",2000.0,16,2,Debbie Wasserman Schultz,Democrat,FL,rep,1,2022-05-31,2023-12-13,2023-05-18,2026-01-09,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=3453,2023,W000797
"VISA, INC. -> John B. Larson",2000.0,4,2,John B. Larson,Democrat,CT,rep,1,2023-12-05,2024-04-09,2025-07-23,2025-12-04,https://larson.house.gov/media-center/press-releases/larson-condemns-illegal-trump-deployment-texas-troops-chicago-streets,2204,L000557
"VISA, INC. -> Sam T. Liccardo",2000.0,2,2,Sam T. Liccardo,Democrat,CA,rep,1,2024-10-10,2025-04-29,2025-07-24,2025-10-21,https://liccardo.house.gov/media/press-releases/liccardo-obernolte-lead-bipartisan-effort-keep-innovation-america,2204,L000607
"VISA, INC. -> Robert Menendez",2000.0,2,1,Robert Menendez,Democrat,NJ,rep,1,2022-06-07,2022-06-07,2023-10-30,2023-10-30,https://menendez.house.gov/media/press-releases/office-congressman-rob-menendez-successfully-closes-1000th-constituent-case,2204,M001226
"VISA, INC. -> Emilia Strong Sykes",2000.0,3,1,Emilia Strong Sykes,Democrat,OH,rep,1,2024-03-19,2024-03-19,2023-09-12,2026-01-14,https://sykes.house.gov/media/press-releases/rep-sykes-votes-favor-legislation-sanction-irans-missile-and-drone-program,2204,S001223
XCEL ENERGY INC -> Scott H. Peters,2000.0,2,2,Scott H. Peters,Democrat,CA,rep,1,2024-09-06,2025-06-09,2025-01-16,2025-01-23,https://scottpeters.house.gov/press-releases/reps-peters-and-westerman-reintroduce-landmark-fire-prevention-and-protection-bill-the-fix-our-forests-act,2273,P000608
LEAGUE OF CONSERVATION VOTERS -> Jamie Raskin,1675.0,3,5,Jamie Raskin,Democrat,MD,rep,1,2022-03-03,2025-06-25,2023-12-08,2024-09-12,https://raskin.house.gov/2024/9/whitehouse-merkley-raskin-beyer-62-lawmakers-urge-biden-administration-to-finalize-strict-clean-hydrogen-tax-credit-rules,1195,R000606
"LEAGUE OF CONSERVATION VOTERS -> Frank Pallone, Jr.",1575.0,6,2,"Frank Pallone, Jr.",Democrat,NJ,rep,1,2022-03-03,2025-06-27,2022-08-30,2025-04-22,https://pallone.house.gov/media/press-releases/pallone-trump-republicans-want-completely-eliminate-womens-access-health-care,1195,P000034
AMERICAN EXPRESS COMPANY -> Richard Blumenthal,1500.0,4,1,Richard Blumenthal,Democrat,CT,sen,1,2023-09-18,2023-09-18,2023-05-12,2025-10-07,https://www.blumenthal.senate.gov/newsroom/press/release/video-bondi-hides-from-blumenthal-questions-about-doj-coddling-of-corporate-interests,173,B001277
"ARDELYX, INC. -> Suzan K. DelBene",1500.0,2,2,Suzan K. DelBene,Democrat,WA,rep,1,2024-05-01,2025-03-06,2024-12-04,2026-03-17,https://delbene.house.gov/news/documentsingle.aspx?DocumentID=4282,266,D000617
CAREFIRST BLUECROSS BLUESHIELD (FORMERLY KNOWN AS CAREFIRST BLUECROSS MAN CO LLC -> Kweisi Mfume,1500.0,2,1,Kweisi Mfume,Democrat,MD,rep,1,2024-03-20,2024-03-20,2022-10-20,2022-10-26,https://mfume.house.gov/media/press-releases/congressman-mfume-maryland-congressional-delegation-members-welcome-johns-hopkins-carefirst-contract-resolution,463,M000687
INTEL CORPORATION -> Katie Boyd Britt,1500.0,2,2,Katie Boyd Britt,Republican,AL,sen,1,2022-06-08,2022-07-27,2025-05-09,2025-09-16,https://www.britt.senate.gov/news/press-releases/u-s-senator-katie-britt-questions-fbi-director-kash-patel-on-political-violence-dobbs-decision-leak-sextortion-and-violent-crime-in-senate-judiciary-hearing/,1081,B001319
"SALTCHUK RESOURCES, INC. -> Todd Young",1500.0,2,1,Todd Young,Republican,IN,sen,1,2025-09-25,2025-09-25,2024-12-19,2025-04-30,https://www.young.senate.gov/newsroom/press-releases/young-kelly-introduce-ships-for-america-act-to-revitalize-u-s-shipbuilding-and-commercial-maritime-industries/,1769,Y000064
"T-MOBILE USA, INC. -> Chuck Grassley",1500.0,2,1,Chuck Grassley,Republican,IA,sen,1,2022-02-24,2022-02-24,2025-10-14,2026-02-10,https://www.grassley.senate.gov/news/news-releases/grassley-demands-telecommunications-companies-federal-entities-turn-over-all-records-provided-to-jack-smith,1951,G000386
"THE GOLDMAN SACHS GROUP, INC. -> Gabe Amo",1500.0,16,3,Gabe Amo,Democrat,RI,rep,1,2023-09-05,2023-12-13,2023-11-21,2026-03-12,https://amo.house.gov/press-release/vice-ranking-member-amo-leads-125-democrats-calling-on-secretary-rubio-to-provide-robust-american-leadership-to-feed-palestinian-civilians,2023,A000380
"THE GOLDMAN SACHS GROUP, INC. -> Brad Sherman",1500.0,12,1,Brad Sherman,Democrat,CA,rep,1,2023-09-25,2023-09-25,2022-01-21,2026-02-26,https://sherman.house.gov/media-center/press-releases/sherman-updates-valley-residents-on-inflation-ukraine-crisis-covid-19,2023,S000344
THE KROGER CO. -> Dan Sullivan,1500.0,3,1,Dan Sullivan,Republican,AK,sen,1,2025-12-19,2025-12-19,2023-09-25,2024-12-11,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-applauds-ftc-move-to-block-albertsons-kroger-merger,2034,S001198
"VISA, INC. -> Byron Donalds",1500.0,2,1,Byron Donalds,Republican,FL,rep,1,2022-10-28,2022-10-28,2024-05-08,2025-11-05,https://donalds.house.gov/news/documentsingle.aspx?DocumentID=2378,2204,D000032
"VISA, INC. -> Lizzie Fletcher",1500.0,2,1,Lizzie Fletcher,Democrat,TX,rep,1,2023-12-11,2023-12-11,2022-02-09,2024-09-11,https://fletcher.house.gov/news/documentsingle.aspx?DocumentID=5476,2204,F000468
"VISA, INC. -> Cynthia M. Lummis",1500.0,2,1,Cynthia M. Lummis,Republican,WY,sen,1,2023-10-30,2023-10-30,2025-06-27,2025-06-27,https://www.lummis.senate.gov/press-releases/lummis-staff-to-hold-remote-office-hours-in-crook-county-2/,2204,L000571
"THE GOLDMAN SACHS GROUP, INC. -> Mark R. Warner",1450.0,2,1,Mark R. Warner,Democrat,VA,sen,1,2022-01-21,2022-01-21,2023-09-29,2025-10-15,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=5C52FC70-A948-40DF-8A18-E464FDC5336F,2023,W000805
BAYCARE HEALTH SYSTEM -> Kathy Castor,1250.0,2,3,Kathy Castor,Democrat,FL,rep,1,2024-09-04,2025-08-19,2024-03-20,2025-07-23,https://castor.house.gov/news/documentsingle.aspx?DocumentID=404998,348,C001066
"THE GOLDMAN SACHS GROUP, INC. -> Lucy McBath",1250.0,7,2,Lucy McBath,Democrat,GA,rep,1,2022-05-23,2023-12-13,2023-05-09,2026-02-05,https://mcbath.house.gov/press-releases?ID=EFA0256A-408F-4B2B-B13E-8C900EE8427A,2023,M001208
LEAGUE OF CONSERVATION VOTERS -> Cory A. Booker,1100.0,6,3,Cory A. Booker,Democrat,NJ,sen,1,2022-10-04,2025-10-03,2023-04-24,2025-09-29,https://www.booker.senate.gov/news/press/booker-pallone-host-roundtable-to-discuss-legislation-to-permanently-ban-offshore-drilling-need-to-protect-marine-mammals,1195,B001288
LEAGUE OF CONSERVATION VOTERS -> Suzanne Bonamici,1098.56,3,4,Suzanne Bonamici,Democrat,OR,rep,1,2022-02-10,2024-05-22,2022-03-01,2023-11-01,https://bonamici.house.gov/media/press-releases/bonamici-torres-introduce-legislation-keep-pedestrians-vulnerable-road-users,1195,B001278
LEAGUE OF CONSERVATION VOTERS -> Yvette D. Clarke,1068.53,2,3,Yvette D. Clarke,Democrat,NY,rep,1,2023-07-27,2025-04-25,2023-03-01,2025-12-19,https://clarke.house.gov/reps-clarke-matsui-and-senators-markey-padilla-lead-letter-urging-strong-emissions-standards/,1195,C001067
LEAGUE OF CONSERVATION VOTERS -> Sydney Kamlager-Dove,1050.0,3,2,Sydney Kamlager-Dove,Democrat,CA,rep,1,2025-04-25,2025-07-09,2023-07-27,2024-10-17,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-ocasio-cortez-ross-introduce-clean-energy-now-acts,1195,K000400
LEAGUE OF CONSERVATION VOTERS -> Jack Reed,1050.0,2,2,Jack Reed,Democrat,RI,sen,1,2025-06-25,2025-10-03,2024-03-12,2025-08-08,https://www.reed.senate.gov/news/releases/reed-whitehouse-join-hirono-in-introducing-the-time-off-to-vote-act,1195,R000122
LEAGUE OF CONSERVATION VOTERS -> Chris Van Hollen,1037.5,7,2,Chris Van Hollen,Democrat,MD,sen,1,2022-03-21,2022-07-27,2023-07-27,2025-04-10,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-sarbanes-colleagues-introduce-bipartisan-legislation-to-establish-chesapeake-national-recreation-area,1195,V000128
LEAGUE OF CONSERVATION VOTERS -> Bonnie Watson Coleman,1018.53,3,2,Bonnie Watson Coleman,Democrat,NJ,rep,1,2023-07-27,2024-05-16,2022-06-06,2024-02-23,https://watsoncoleman.house.gov/newsroom/press-releases/reps-watson-coleman-gallego-introduce-the-shade-act-to-combat-rising-temperatures-in-cities,1195,W000822
ALZHEIMER'S ASSOCIATION -> Mike Carey,1000.0,2,1,Mike Carey,Republican,OH,rep,1,2025-01-23,2025-01-23,2025-03-11,2025-08-18,https://carey.house.gov/2025/08/18/photos-carey-makes-stops-across-central-ohio/,119,C001126
"AMAZON.COM SERVICES, INC. -> Jared Huffman",1000.0,2,1,Jared Huffman,Democrat,CA,rep,1,2023-07-14,2023-07-14,2023-11-16,2026-02-11,https://huffman.house.gov/media-center/press-releases/ranking-member-huffman-blasts-gops-big-tech-handout,125,H001068
"AMAZON.COM SERVICES, INC. -> Donald Norcross",1000.0,11,1,Donald Norcross,Democrat,NJ,rep,1,2022-04-15,2022-04-15,2022-04-29,2025-07-31,https://norcross.house.gov/press-releases?ID=F21B3BE1-82BD-4756-ADE0-889298BE6FB1,125,N000188
"AMAZON.COM SERVICES, INC. -> Melanie A. Stansbury",1000.0,2,1,Melanie A. Stansbury,Democrat,NM,rep,1,2025-09-09,2025-09-09,2023-04-21,2024-10-24,https://stansbury.house.gov/media/press-releases/rep-stansbury-labor-caucus-urges-amazon-respect-its-employees-rights-and,125,S001218
AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES -> Tracey Mann,1000.0,2,1,Tracey Mann,Republican,KS,rep,1,2025-11-18,2025-11-18,2025-03-28,2025-09-09,https://mann.house.gov/media/press-releases/reps-mann-tokuda-lead-bipartisan-coalition-members-strengthening-rural-health,140,M000871
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> André Carson",1000.0,3,1,André Carson,Democrat,IN,rep,1,2025-07-14,2025-07-14,2025-09-18,2026-01-29,https://carson.house.gov/media/press-releases/statement-ti-leaders-and-kansas-members-anniversary-dca-midair-collision,141,C001072
